code,price_jpy,price_date,change_1d_pct,change_1m_pct,change_1y_pct,market_cap_oku,market_cap_tier,per,per_forecast,pbr,psr,ev_ebitda,peg,roe,dividend_yield,dividend_annual,dividend_payout_ratio,total_return_yield,ma_25,ma_75,ma_200,high_52w,low_52w,rsi_14,avg_volume_3m,credit_buy,credit_sell,credit_ratio,price_history_json,foreign_ownership,individual_ownership,stable_ownership,latest_revenue_oku,latest_op_profit_oku,latest_op_margin,target_consensus,target_high,target_low,analyst_buy,analyst_hold,analyst_sell,valuation_verdict,valuation_score,updated_at
4224,1988,2026-06-26,-0.30090272,-4.377104377104377,20.33898305084746,92,,8.992626,,0.4645791,,,,,4.2627882,,,,1999.24,,,2311,1559,53.42465753424657,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.816Z
4228,544,2026-06-26,-2.857143,-5.2264808362369335,62.38805970149254,248,,11.535199,,0.4945324,,,,,2.6785715000000003,,,,552.08,,,596,327,54.36241610738256,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.817Z
4229,4600,2026-06-26,-1.4989293,2.3359288097886544,61.57358623112048,305,,15.479876,,0.55860204,,,,,2.1413276,,,,4646,,,6350,2791,47.47081712062257,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.817Z
4231,970,2026-06-26,-1.0204082,-3.9603960396039604,20.64676616915423,188,,8.130081,,0.4032523,,,,,3.877551,,,,965.8,,,1293,780,62.608695652173914,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.818Z
4234,693,2026-06-26,-0.7163324,4.054054054054054,25.31645569620253,67,,6.95434,,0.2993942,,,,,0,,,,669.52,,,1025,547,66,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.819Z
4235,657,2026-06-26,-1.4992503,-2.522255192878338,-4.92040520984081,105,,18.179302,,0.42432404,,,,,2.6986506,,,,673.32,,,834,640,38.33333333333333,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.820Z
4237,334,2026-06-26,1.8292682,-4.022988505747127,1.2121212121212122,95,,,,1.2449771,,,,,0,,,,329.96,,,532,296,69.38775510204081,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.821Z
4238,1762,2026-06-26,-7.748691,9.237445753254804,59.60144927536232,159,,26.24758,,0.6987261,,,,,0,,,,1731.68,,,2093,1074,57.462686567164184,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.822Z
4240,315,2026-06-26,-1.5625,-8.695652173913043,12.099644128113878,18,,14.285715,,1.0223256,,,,,0,,,,322.76,,,501,275,53.52112676056338,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.822Z
4241,664,2026-06-26,0.60606056,-5.007153075822604,62.745098039215684,29,,20.75,,1.6075729,,,,,1.5151516,,,,645.64,,,1185,402,57.714285714285715,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.824Z
4242,1722,2026-06-26,-2.159091,0.7606787595084844,30.257186081694403,48,,2.9797542,,0.38140905,,,,,2.8409092,,,,1712.32,,,2030,1311,57.53138075313807,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.824Z
4243,958,2026-06-26,-1.6427106,6.326304106548279,28.418230563002684,22,,8.257909,,0.47334635,,,,,2.053388,,,,904.72,,,997,745,69.90291262135922,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.825Z
4245,665,2026-06-26,0,-0.4491017964071856,-0.5979073243647235,88,,19.120184,,0.8796878,,,,,3.6090224999999996,,,,661.2,,,774,645,65.9090909090909,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.826Z
4246,1005,2026-06-26,-0.4950495,-7.967032967032966,51.58371040723983,659,,7.9553547,,0.74643266,,,,,5.1485147,,,,1031.76,,,1124,642,44.936708860759495,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.827Z
4247,1260,2026-06-26,0.3984064,-0.865460267505901,6.779661016949152,33,,8.904593,,0.5507821,,,,,0,,,,1263.24,,,1620,1160,54.966887417218544,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.828Z
4248,880,2026-06-26,0.456621,1.9698725376593278,8.241082410824108,106,,13.812589,,0.87636834,,,,,4.109589000000001,,,,871.08,,,905,806,63.93442622950819,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.829Z
4249,2340,2026-06-26,-0.12804097,-1.59798149705635,1.2987012987012987,335,,13.698629,,0.5062571,,,,,4.9082372,,,,2340.8,,,2704,2255,56.896551724137936,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.829Z
4251,1209,2026-06-26,-2.2635407,-5.620608899297424,15.362595419847327,224,,9.900909,,0.9265845,,,,,3.23363,,,,1247.36,,,1408,1036,47.67441860465116,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.830Z
4255,2450,2026-06-26,-0.040799674,1.9983347210657785,227.10280373831776,52,,29.5858,,7.6493177,,,,,0,,,,2454.44,,,2750,717,58.4051724137931,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.831Z
4256,913,2026-06-26,-0.6528836,-9.154228855721392,-11.359223300970873,55,,33.007954,,1.5866505,,,,,0,,,,950.84,,,1579,898,42.42424242424243,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.832Z
4258,3250,2026-06-26,1.2461059,-3.5608308605341246,4.501607717041801,267,,36.764706,,13.572374,,,,,0.49003116,,,,3353.6,,,4400,2571,41.04477611940299,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.834Z
4259,777,2026-06-26,-6.1594205,-35.30391340549542,97.70992366412213,739,,42.928177,,14.300964,,,,,0,,,,1036.28,,,1445,388,18.097447795823655,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.835Z
4260,241,2026-06-26,-2.0325203,-3.2128514056224895,-39.59899749373433,27,,1004.1667,,1.3400428,,,,,0,,,,248.84,,,458,241,40.47619047619048,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.835Z
4261,3450,2026-06-26,0,-1.4285714285714286,46.746065504040835,51,,17.636234,,2.5410528,,,,,0,,,,3442,,,4920,2282,60.256410256410255,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.836Z
4262,1271,2026-06-26,-0.93530786,-7.630813953488372,7.347972972972973,81,,10.383986,,1.2930188,,,,,0,,,,1351.92,,,1529,1180,27.80269058295964,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.837Z
4263,814,2026-06-26,1.75,17.971014492753625,34.54545454545455,137,,,,3.3411183,,,,,0,,,,706.68,,,1231,587,77.14285714285714,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.838Z
4264,1502,2026-06-26,-0.9887937,-11.647058823529411,0.535475234270415,93,,44.43787,,2.12404,,,,,0,,,,1571.64,,,1989,1340,50.69252077562327,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.839Z
4265,350,2026-06-26,11.821086,48.30508474576271,15.131578947368421,17,,,,3.4946532,,,,,0,,,,262.72,,,736,208,74.6268656716418,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.839Z
4270,1810,2026-06-26,-0.49477735,-12.263693650024237,-29.654100272055967,41,,9.9107485,,1.3274028,,,,,0,,,,1952.08,,,2715,1756,24.03100775193799,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.840Z
4272,2029,2026-06-26,-1.3851762,-4.8534583821805395,55.181644359464634,3010,,12.594661,,1.0799096,,,,,3.2077763000000004,,,,2091.28,,,2192.5,1290.5,51.36612021857923,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.841Z
4274,1026,2026-06-26,-0.7736944,-12.082262210796916,2.4975024975024978,41,,19.267605,,1.1817349,,,,,0,,,,1074,,,1999,987,37.77777777777778,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.842Z
4275,2161,2026-06-26,1.2652297,-11.651676206050695,80.53467000835421,477,,16.556849,,1.2124728,,,,,1.968135,,,,2244.28,,,3095,1168,43.52159468438538,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.842Z
4284,418,2026-06-26,0,-1.1820330969267139,8.854166666666668,84,,11.072847,,1.2915784,,,,,3.3492821999999998,,,,417.16,,,554,379,60.78431372549019,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.843Z
4286,1040,2026-06-26,-1.7013233,-6.726457399103139,32.6530612244898,112,,17.887857,,1.4293175,,,,,1.7013232999999999,,,,1090.68,,,1299,761,41.07142857142858,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.844Z
4287,453,2026-06-26,1.1160715,-4.831932773109244,4.137931034482759,51,,10.5373335,,1.3804705,,,,,2.4553570000000002,,,,462.96,,,597,412,27.53623188405797,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.844Z
4288,374,2026-06-26,2.1857922,-13.425925925925927,-25.349301397205586,14,,8.496138,,0.8483015,,,,,1.3661202000000001,,,,386.44,,,979,338,44.166666666666664,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.847Z
4290,640,2026-06-26,0.9463723,2.073365231259968,6.312292358803987,798,,13.66062,,1.6413581,,,,,4.1009463,,,,646.72,,,762,594,13.846153846153854,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.847Z
4293,455,2026-06-26,-0.21929824,-19.753086419753085,9.112709832134293,944,,27.019003,,1.440653,,,,,3.9473683000000004,,,,502.32,,,582,379,12.857142857142847,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.848Z
4299,1186,2026-06-26,1.2809564,4.493392070484582,-0.9189640768588136,124,,11.668634,,1.1335733,,,,,3.9282665000000003,,,,1138.2,,,1378,1111,66.85082872928177,,,,,,,,,,,,,,,,,,,,2026-06-28T11:25:35.849Z
4301,1803,2026-06-26,0.5577245,-0.7705008255365988,11.50278293135436,292,,10.857522,,0.8071404,,,,,2.230898,,,,1804.88,,,2178,1599,46.1139896373057,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.522Z
4307,4301,2026-06-26,0.7968128,-14.356829948227798,-22.81048097631012,24110,,161.26733,,5.693672,,,,,1.8045465,,,,4632.52,,,6476,3518,33.078231292517,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.523Z
4308,354,2026-06-26,0.28328612,-0.28169014084507044,-4.838709677419355,88,,18.14454,,0.822527,,,,,0,,,,347.96,,,420,335,60.526315789473685,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.524Z
4310,2603,2026-06-26,1.126651,-10.055286800276434,15.3300841825432,227,,14.347132,,1.9676007,,,,,0,,,,2737.84,,,3090,2225,38.80266075388026,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.524Z
4316,125,2026-06-26,-1.5748031,-21.875,-72.16035634743875,4,,,,0.9188203,,,,,0,,,,138.8,,,2282,116,45.87155963302752,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.525Z
4317,473,2026-06-26,4.6460176,-8.155339805825243,5.3452115812917596,62,,4.79862,,0.80065817,,,,,4.4247787,,,,473.48,,,756,445,54.94505494505495,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.526Z
4318,707,2026-06-26,0.56899005,-5.858854860186418,-5.94235287841383,395,,9.542449,,2.047839,,,,,5.4054055,,,,723.08,,,961,695,41.89189189189189,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.527Z
4320,1757,2026-06-26,-0.340329,5.272618334331936,163.41829085457272,293,,18.51813,,3.588805,,,,,1.247873,,,,1714.08,,,1859,648,61.383285302593656,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.527Z
4323,1488,2026-06-26,-1.5873017,-10.52315093205051,-19.480519480519483,368,,14.025827,,2.1957915,,,,,2.9761905,,,,1615.16,,,2731,1487,18.57142857142857,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.529Z
4324,3053,2026-06-26,0.59308076,1.5635395874916833,-1.2932428063368897,7925,,,,1.899473,,,,,0,,,,3070.08,,,3554,2642,47.768595041322314,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.530Z
4326,1718,2026-06-26,1.0588235,0.9400705052878966,-2.828054298642534,656,,24.214237,,1.8729327,,,,,1.7647059999999999,,,,1703.8,,,2044,1598,55.625,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.531Z
4331,657,2026-06-26,-0.45454544,-3.806734992679356,-25.76271186440678,96,,3.6736748,,0.5391778,,,,,6.262576,,,,670.68,,,972,652,25,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.531Z
4334,369,2026-06-26,0.27173913,-7.75,-8.88888888888889,31,,17.571428,,1.2007848,,,,,2.7173912000000002,,,,387.48,,,474,363,18.75,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.532Z
4335,1235,2026-06-26,0.24350649,-0.8032128514056224,6.4655172413793105,28,,9.920476,,1.581225,,,,,3.0844156000000003,,,,1228.16,,,1288,1135,69.64285714285714,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.533Z
4337,2392,2026-06-26,0.67340064,-10.646245797534554,-14.571428571428571,367,,11.04952,,3.4154987,,,,,1.473064,,,,2576.48,,,3775,2323,19.37639198218264,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.533Z
4341,871,2026-06-26,0.11494253,5.066344993968637,9.42211055276382,29,,11.848728,,0.5332164,,,,,0,,,,847.92,,,1040,763,60.130718954248366,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.534Z
4343,2474,2026-06-26,0.28374544,-1.3949780789159028,-11.642857142857142,489,,17.54361,,6.2367964,,,,,0.6080259600000001,,,,2476.72,,,4020,2274,59.030837004405285,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.535Z
4344,100,2026-06-26,-0.990099,-16.666666666666664,-39.39393939393939,138,,,,2.4763508,,,,,0,,,,110,,,197,100,15,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.535Z
4345,826,2026-06-26,0.6090134,0,-0.7211538461538461,340,,12.690122,,2.1703258,,,,,3.5322778,,,,822.68,,,1112,798,53.42465753424657,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.536Z
4346,759,2026-06-26,1.3351135,2.2911051212938007,-15.760266370699222,99,,6.305034,,2.6821399,,,,,2.670227,,,,741.88,,,1171,660,54.137115839243506,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.537Z
4347,1620,2026-06-26,-0.9174312,-13.415285943345804,-12.809472551130247,115,,14.771587,,2.281369,,,,,3.6697246000000003,,,,1689.36,,,2489,1552,48.611111111111114,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.537Z
4350,461,2026-06-26,-0.86021507,-9.784735812133071,-8.893280632411066,135,,12.5784445,,0.77958405,,,,,2.5806451,,,,488.28,,,558,433,15.625,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.538Z
4351,924,2026-06-26,-2.2222223,-5.714285714285714,8.962264150943396,39,,55.26316,,1.2265004,,,,,1.058201,,,,964.28,,,1500,820,34.95145631067962,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.539Z
4356,1530,2026-06-26,0,0,-1.607717041800643,87,,9.551158,,8.283837,,,,,0,,,,1581.88,,,2106,1515,27.74566473988439,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.539Z
4360,811,2026-06-26,3.4438775,1.8844221105527637,62.2,66,,8.453199,,0.5866575,,,,,1.5943877,,,,761.8,,,1181,492,61.059190031152646,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.540Z
4361,1441,2026-06-26,-0.2768166,-0.8940852819807428,4.344677769732078,18,,5.878993,,0.5599161,,,,,4.152249,,,,1426.2,,,1910,1316,59.060402684563755,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.541Z
4362,2592,2026-06-26,0.8560311,5.365853658536586,5.280259951259139,562,,12.803794,,1.0939571,,,,,3.8132295,,,,2468,,,3115,2326,77.48538011695906,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.541Z
4365,20600,2026-06-26,0.243309,4.568527918781726,4.568527918781726,598,,7.434944,,0.6697614,,,,,2.189781,,,,20224.4,,,21140,19700,59.09090909090909,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.542Z
4366,518,2026-06-26,-2.8142588,-4.074074074074074,122.3175965665236,167,,21.099796,,1.0198517,,,,,0,,,,512.12,,,620,230,54.10628019323672,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.543Z
4367,2480,2026-06-26,-2.1696253,-17.05685618729097,9.540636042402827,121,,,,0.970791,,,,,0.591716,,,,2769.96,,,3030,2080,29.880478087649408,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.544Z
4368,4640,2026-06-26,-3.6344755,8.538011695906434,258.3011583011583,4909,,34.246067,,4.1879525,,,,,0.56766355,,,,4310.6,,,4995,1271.6666,67.21311475409836,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.544Z
4369,3480,2026-06-26,-3.73444,-7.6923076923076925,7.739938080495357,1131,,20.492285,,3.076273,,,,,0.9681881,,,,3754,,,4455,2455,47.58064516129032,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.547Z
4370,307,2026-06-26,0,-1.6025641025641024,-18.56763925729443,19,,38.762627,,1.3699363,,,,,0,,,,303.12,,,631,271,55.69620253164557,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.547Z
4371,1380,2026-06-26,-4.6961327,-3.361344537815126,11.021721641190668,220,,15.948226,,4.854796,,,,,1.3121547,,,,1371.92,,,1482,893,50.212765957446805,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.548Z
4372,1094,2026-06-26,0.36697248,-3.527336860670194,-28.403141361256544,42,,11.560816,,1.3805689,,,,,1.7431192000000002,,,,1124.8,,,1663,1068,40.84507042253521,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.549Z
4373,911,2026-06-26,-0.5458515,-14.3796992481203,-6.444159178433889,2039,,20.159328,,3.9608352,,,,,1.9650655,,,,1009,,,1225,758,10.83743842364531,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.549Z
4374,2276,2026-06-26,-1.9388195,-10.146071851559416,-12.259059367771782,85,,16.286226,,6.1784363,,,,,0,,,,2410.04,,,3540,2078,32.16168717047451,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.550Z
4375,616,2026-06-26,-3.1446543,-15.961800818553886,-40.48309178743961,343,,79.38144,,3.7056866,,,,,0,,,,667.44,,,1192,590,39.88439306358381,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.551Z
4376,156,2026-06-26,-0.6369427,-7.6923076923076925,-11.864406779661017,94,,,,1.1386279,,,,,0,,,,164.84,,,216,148,22.222222222222214,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.551Z
4377,1790,2026-06-26,-0.6107718,-7.493540051679587,-14.272030651340998,329,,22.07424,,5.942678,,,,,1.3881177,,,,1860.92,,,2948,1667,36.43617021276596,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.552Z
4378,538,2026-06-26,-5.28169,16.956521739130434,-6.920415224913495,16,,,,1.4427189,,,,,0,,,,616.48,,,1610,435,42.31593995711222,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.553Z
4379,379,2026-06-26,-1.8134716,-13.863636363636363,4.40771349862259,59,,20.159575,,2.3331404,,,,,0,,,,404.76,,,538,325,43.84615384615385,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.553Z
4380,1043,2026-06-26,1.2621359,-9.383145091225021,-13.658940397350994,51,,12.048054,,2.3901844,,,,,0,,,,1123.8,,,1460,1025,40.74074074074074,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.554Z
4381,187,2026-06-26,-3.6082473,-44.01197604790419,-60.96033402922756,5,,,,-1.2140255,,,,,0,,,,266.64,,,630,183,22.875816993464056,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.555Z
4382,713,2026-06-26,-0.55788004,-0.27972027972027974,-33.48880597014926,108,,31.354443,,2.144864,,,,,0,,,,740.24,,,1256,693,50.98039215686275,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.556Z
4385,3763,2026-06-26,-3.7103376,-11.229063458362821,44.12102642665645,6211,,21.645096,,5.1690197,,,,,0,,,,3911.44,,,4330,2069,48.092485549132945,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.556Z
4386,808,2026-06-26,-0.123609394,-5.717619603267211,9.336941813261165,46,,9.624777,,1.645591,,,,,0,,,,821.36,,,1086,730,49.473684210526315,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.557Z
4387,473,2026-06-26,0,-5.776892430278884,-34.03068340306834,22,,,,2.0705748,,,,,0,,,,486.6,,,786,459,39.99999999999999,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.558Z
4388,357,2026-06-26,-0.55710304,-4.8,-19.955156950672645,22,,19.647772,,0.98260486,,,,,0,,,,366.68,,,566,351,42.52873563218391,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.559Z
4389,883,2026-06-25,0,0.4550625711035267,-8.402489626556017,91,,14.53498,,2.7647836,,,,,3.624009,,,,873.84,,,1070,744,61.11111111111111,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.559Z
4390,3305,2026-06-26,-1.490313,-21.30952380952381,47.347302719572006,433,,10.471121,,2.2610564,,,,,1.1922504,,,,3779.2,,,4300,2201,16.384180790960457,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.560Z
4391,1094,2026-06-26,1.1090573,-0.091324200913242,-8.528428093645484,36,,16.893143,,2.1500347,,,,,1.3817006,,,,1096.12,,,1633,1010,54.54545454545455,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.561Z
4392,1115,2026-06-26,-3.8793101,-37.394722066254914,298.2142857142857,339,,43.674107,,5.511371,,,,,0.4310345,,,,1537.96,,,3075,275,23.12849162011173,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.562Z
4393,4495,2026-06-26,1.9274377,-11.862745098039214,-56.90316395014382,179,,10.482253,,12.382477,,,,,0,,,,4843.6,,,14450,4225,27.896995708154506,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.564Z
4394,393,2026-06-26,2.077922,-5.072463768115942,-14.565217391304348,24,,18.660969,,1.4438285,,,,,2.5974026,,,,399.52,,,460,366.5,54.166666666666664,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.565Z
4395,787,2026-06-26,14.556042,-8.381839348079161,-9.644087256027554,59,,17.153444,,1.676905,,,,,1.4556041,,,,763.52,,,1665,645,52.823920265780735,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.565Z
4396,956,2026-06-26,1.1640211,-3.8229376257545273,-25.574153367068895,197,,11.819981,,2.894172,,,,,2.6455026,,,,983.12,,,1737.5,936,44.95412844036697,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.566Z
4397,350,2026-06-26,-1.6853932,-9.090909090909092,-26.931106471816285,53,,13.927577,,12.259624,,,,,0,,,,366.68,,,665,350,37.68115942028985,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.567Z
4398,1255,2026-06-26,0.56089747,-1.4139827179890023,-3.9050535987748853,55,,29.585102,,2.3322196,,,,,0,,,,1258.24,,,1610,1200,49.01960784313726,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.567Z
4401,4287,2026-06-26,-1.5161958,-0.11649580615097856,52.18317358892439,4157,,15.431966,,1.3384432,,,,,2.5729382,,,,4123.56,,,5104,2700,64.67013888888889,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.568Z
4403,2574,2026-06-26,-0.32913843,-7.906976744186046,-8.949416342412452,5811,,14.598456,,1.9734375,,,,,2.3620524,,,,2695.72,,,3400,2512.5,48.00409416581372,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.569Z
4404,1820,2026-06-26,0.16510732,-6.137184115523466,0.4969630038652678,186,,1.929765,,0.43867165,,,,,3.852504,,,,1844.16,,,2670,1703,42.537313432835816,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.570Z
4406,201,2026-06-26,-0.9852217,1.5151515151515151,-4.739336492890995,75,,12.531172,,0.37958333,,,,,2.2167487,,,,208.8,,,299,188,26.190476190476204,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.570Z
4409,722,2026-06-26,-0.2762431,0.13869625520110956,-11.083743842364532,152,,9.940796,,0.6318021,,,,,0,,,,722.44,,,835,715,47.826086956521735,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.571Z
4410,1047,2026-06-26,-2.7855153,0.28735632183908044,31.69811320754717,255,,10.846369,,0.6238214,,,,,0,,,,1087.96,,,1208,785,38.95131086142322,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.572Z
4412,1091,2026-06-26,-0.45620435,-17.03422053231939,-2.5892857142857144,89,,47.621128,,5.888322,,,,,0,,,,1183.04,,,2655,1010,39.87341772151898,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.572Z
4413,2404,2026-06-26,-2.157102,-0.9476720230737536,-20.660066006600662,750,,30.58135,,9.716704,,,,,0.3085063,,,,2457.4,,,3430,1693,46.89480354879594,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.573Z
4414,1015,2026-06-26,-0.87890625,-7.643312101910828,-47.788065843621396,55,,7.999685,,2.613763,,,,,0,,,,1054,,,2219,950,35.1063829787234,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.574Z
4415,1270,2026-06-26,-0.78125,-0.78125,86.49045521292217,78,,18.762003,,4.2068863,,,,,0,,,,1221.92,,,1570,677,68.21192052980132,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.574Z
4416,424,2026-06-26,3.4146342,8.997429305912597,-51.598173515981735,21,,25.572979,,1.7655926,,,,,0,,,,406.64,,,1015,364,67.27272727272728,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.575Z
4417,3310,2026-06-26,0.30303028,-3.6390101892285296,11.073825503355705,497,,33.556366,,11.323131,,,,,0,,,,3211.72,,,4575,2200,59.49367088607595,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.576Z
4418,630,2026-06-26,-3.5222054,-11.016949152542372,-41.44981412639405,99,,19.266054,,1.6152107,,,,,0,,,,660.08,,,1946,596,44.140625,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.577Z
4419,1316,2026-06-26,2.332815,-2.446256486286138,20.182648401826484,683,,45.86964,,6.293609,,,,,0,,,,1268.36,,,1492,754,54.54545454545455,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.577Z
4420,806,2026-06-26,-0.86100864,13.841807909604519,50.654205607476634,159,,25.841616,,2.6297586,,,,,0.67650676,,,,806.92,,,1004,465,32.92682926829268,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.578Z
4421,927,2026-06-26,0.21621622,3.459821428571429,-0.3225806451612903,27,,10.5376835,,1.6272379,,,,,2.918919,,,,902.4,,,1104,881,76.25,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.579Z
4422,568,2026-06-26,0.17636684,-17.91907514450867,199.47275119579695,49,,45.88045,,5.7942038,,,,,0,,,,684.96,,,1630,155.33333,14.663951120162935,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.579Z
4424,203,2026-06-26,1.5,-5.5813953488372094,-30.240549828178693,13,,,,1.6342633,,,,,0,,,,207.64,,,705,196,52.27272727272727,,,,,,,,,,,,,,,,,,,,2026-06-28T11:20:39.582Z
