code,date,open,high,low,close,volume,adj_close
6920,2026-06-01,39430,39840,38250,38380,2395600,38380
6920,2026-06-02,38360,39250,37850,39250,2388900,39250
6920,2026-06-03,40420,42800,39340,41770,3365400,41770
6920,2026-06-04,41500,43600,41230,42750,2772700,42750
6920,2026-06-05,42050,42470,41020,42180,2495600,42180
6920,2026-06-08,39380,40670,38760,39100,2353600,39100
6920,2026-06-09,40490,41320,39550,40480,2636300,40480
6920,2026-06-10,39970,42950,39660,40650,3439100,40650
6920,2026-06-11,38550,40470,37780,40200,2648100,40200
6920,2026-06-12,42000,44590,41820,44000,3785800,44000
6146,2026-05-15,71500,71520,64300,64900,2544600,64900
6146,2026-05-18,65400,65450,62280,63500,2108200,63500
6146,2026-05-19,63500,63690,60650,61600,1517000,61600
6146,2026-05-20,61200,62150,59650,61340,1743500,61340
6146,2026-05-21,63600,66660,63220,65650,2084200,65650
6146,2026-05-22,66700,66960,65090,65860,1537500,65860
6146,2026-05-25,67240,70260,67180,69780,1374100,69780
6146,2026-05-26,70670,70670,66340,66910,1270500,66910
6146,2026-05-27,68740,70550,67340,67630,1531900,67630
6146,2026-05-28,66630,67630,64800,66350,1452600,66350
6146,2026-05-29,65690,66520,63580,65090,2123100,65090
6146,2026-06-01,64090,65090,63260,63760,1314400,63760
6146,2026-06-02,63070,64200,61530,64200,1625200,64200
6146,2026-06-03,65910,69970,65130,68710,1693800,68710
6146,2026-06-04,68160,72630,68080,72210,2278300,72210
6146,2026-06-05,73160,74440,70440,72580,2016700,72580
6146,2026-06-08,66580,68700,66440,67480,1918000,67480
6146,2026-06-09,69430,72090,67750,71520,1774600,71520
6146,2026-06-10,70020,73590,69320,70060,1496600,70060
6146,2026-06-11,68560,70760,66440,70030,1639000,70030
6146,2026-06-12,73750,80100,73310,79900,3648100,79900
7735,2026-05-15,12400,12525,11155,11335,3181900,11335
7735,2026-05-18,11335,11405,10710,10885,2438400,10885
7735,2026-05-19,10900,11035,10290,10520,2201300,10520
7735,2026-05-20,10540,10730,10310,10545,2035000,10545
7735,2026-05-21,10900,10990,10650,10730,2575000,10730
7735,2026-05-22,10820,11105,10670,10765,1935200,10765
7735,2026-05-25,11145,11180,10860,11035,2190400,11035
7735,2026-05-26,11100,11215,10700,10715,1945600,10715
7735,2026-05-27,11000,11550,10880,11220,3065000,11220
7735,2026-05-28,11000,11215,10775,11030,1835200,11030
7735,2026-05-29,11230,11290,10850,11120,3399100,11120
7735,2026-06-01,10880,11240,10820,10875,1394400,10875
7735,2026-06-02,11140,11370,10685,11315,2562700,11315
7735,2026-06-03,12815,13420,12305,13345,4984700,13345
7735,2026-06-04,13250,13465,12955,13440,2664200,13440
7735,2026-06-05,13035,13075,12395,12630,2322300,12630
7735,2026-06-08,11370,11940,11275,11760,2387100,11760
7735,2026-06-09,12235,12665,12055,12455,2730400,12455
7735,2026-06-10,12690,13690,12560,12980,4607000,12980
7735,2026-06-11,12500,13080,12460,12990,2463400,12990
7735,2026-06-12,13805,14225,13730,13945,3457600,13945
6963,2026-05-15,4443,4528,4162,4180,6322400,4180
6963,2026-05-18,4181,4256,4066,4145,5490300,4145
6963,2026-05-19,4124,4174,4058,4130,4664800,4130
6963,2026-05-20,4117,4244,4045,4185,4374300,4185
6963,2026-05-21,4255,4450,4255,4397,5207800,4397
6963,2026-05-22,4375,4623,4353,4595,4453300,4595
6963,2026-05-25,4735,5099,4720,5030,6649400,5030
6963,2026-05-26,5100,5178,4985,5136,4411400,5136
6963,2026-05-27,5226,5288,5023,5120,6217500,5120
6963,2026-05-28,5058,5215,5028,5078,5974400,5078
6963,2026-05-29,5250,5550,5236,5458,7891900,5458
6963,2026-06-01,5258,5383,5167,5182,7294500,5182
6963,2026-06-02,5172,5253,4817,5150,5816000,5150
6963,2026-06-03,5550,5752,5408,5616,7050200,5616
6963,2026-06-04,5416,5516,5291,5497,6286500,5497
6963,2026-06-05,5397,5427,5200,5270,3867600,5270
6963,2026-06-08,4760,4997,4755,4815,5610300,4815
6963,2026-06-09,4984,5242,4885,5242,7973700,5242
6963,2026-06-10,4999,5192,4663,4739,8676900,4739
6963,2026-06-11,4502,4797,4439,4714,4605000,4714
6963,2026-06-12,4901,5021,4827,4932,5818000,4932
6526,2026-05-15,2395,2555,2381.5,2426,19064500,2426
6526,2026-05-18,2480,2515.5,2360.5,2391.5,9340100,2391.5
6526,2026-05-19,2410,2450,2267.5,2302,8039100,2302
6526,2026-05-20,2256,2289.5,2162,2216.5,6237300,2216.5
6526,2026-05-21,2266.5,2674,2240,2637,21823100,2637
6526,2026-05-22,2737,2855,2680,2723.5,13823800,2723.5
6526,2026-05-25,2811,2946,2776,2897,14348100,2897
6526,2026-05-26,2896,2928,2785,2844,7990100,2844
6526,2026-05-27,2894,2894,2643.5,2820.5,14887800,2820.5
6526,2026-05-28,2759.5,2765,2612,2665,9308500,2665
6526,2026-05-29,2732.5,2733,2595,2635,7214100,2635
6526,2026-06-01,2626.5,2899.5,2615,2862,11879500,2862
6526,2026-06-02,2812,2880.5,2697,2848,8582400,2848
6526,2026-06-03,2994.5,3200,2957,3020,16046900,3020
6526,2026-06-04,2950,2984.5,2772,2878.5,9823000,2878.5
6526,2026-06-05,2800,2815,2652,2730.5,7728700,2730.5
6526,2026-06-08,2462,2528,2418,2456,9310700,2456
6526,2026-06-09,2512,2512.5,2350,2442.5,7191400,2442.5
6526,2026-06-10,2370,2421,2278,2302.5,8261900,2302.5
6526,2026-06-11,2185.5,2303.5,2152,2294,7559700,2294
6526,2026-06-12,2394,2409.5,2242.5,2265,7330500,2265
4063,2026-05-15,7385,7464,7040,7105,7528300,7105
4063,2026-05-18,7074,7157,6945,7013,5254300,7013
4063,2026-05-19,7045,7071,6928,7032,5504100,7032
4063,2026-05-20,6942,6975,6766,6845,5117500,6845
4063,2026-05-21,6988,7014,6857,6857,6503700,6857
4063,2026-05-22,6900,7065,6834,7034,7917200,7034
4063,2026-05-25,7034,7194,6996,7041,7333900,7041
4063,2026-05-26,7122,7190,7009,7022,7266300,7022
4063,2026-05-27,7250,7572,7219,7406,11120800,7406
4063,2026-05-28,7385,7480,7233,7344,7618800,7344
4063,2026-05-29,7494,7904,7451,7758,15831800,7758
4063,2026-06-01,7700,7930,7660,7793,10529700,7793
4063,2026-06-02,7600,7600,7194,7473,8746700,7473
4063,2026-06-03,7623,7818,7526,7806,8189400,7806
4063,2026-06-04,7542,7730,7492,7641,6730800,7641
4063,2026-06-05,7491,7539,7233,7350,6100000,7350
4063,2026-06-08,6980,7056,6783,6863,7427500,6863
4063,2026-06-09,6963,6966,6743,6836,6302600,6836
4063,2026-06-10,6790,6830,6570,6695,7626000,6695
4063,2026-06-11,6500,6858,6473,6858,8104400,6858
4063,2026-06-12,7056,7218,7025,7188,9888800,7188
6890,2026-05-15,9780,10030,9220,9460,2302900,9460
6890,2026-05-18,9610,9610,8850,9200,1612500,9200
6890,2026-05-19,9300,9340,8430,8550,1181700,8550
6890,2026-05-20,8780,9140,8550,8760,1491400,8760
6890,2026-05-21,9200,9230,8630,8720,948500,8720
6890,2026-05-22,9000,9150,8850,8930,624500,8930
6890,2026-05-25,9200,9380,9060,9220,801300,9220
6890,2026-05-26,9190,9210,8820,8820,678000,8820
6890,2026-05-27,9200,9340,8490,8530,754500,8530
6890,2026-05-28,8470,8630,8270,8540,531000,8540
6890,2026-05-29,8570,9020,8480,8690,1403300,8690
6890,2026-06-01,8600,8740,7980,8120,1146000,8120
6890,2026-06-02,8000,8050,7520,8010,928100,8010
6890,2026-06-03,8210,8330,7840,7950,898800,7950
6890,2026-06-04,7950,9070,7950,9020,1696400,9020
6890,2026-06-05,8900,9150,8450,9100,1039600,9100
6890,2026-06-08,8500,8640,8120,8230,904700,8230
6890,2026-06-09,8440,8440,8050,8270,706600,8270
6890,2026-06-10,8120,8220,7730,7880,695300,7880
6890,2026-06-11,7580,7990,7430,7940,606400,7940
6890,2026-06-12,8780,9440,8760,9100,1510700,9100
6754,2026-05-15,4322,4386,4181,4239,2351200,4239
6754,2026-05-18,4236,4272,4111,4205,1634700,4205
6754,2026-05-19,4195,4230,4054,4144,1429900,4144
6754,2026-05-20,4284,4425,4090,4381,3148600,4381
6754,2026-05-21,4428,4545,4340,4468,2474600,4468
6754,2026-05-22,4595,4630,4511,4601,1844300,4601
6754,2026-05-25,4650,4848,4621,4732,2323900,4732
6754,2026-05-26,4700,4720,4552,4670,1721800,4670
6754,2026-05-27,4680,4728,4546,4614,1749500,4614
6754,2026-05-28,4544,4606,4429,4580,1358700,4580
6754,2026-05-29,4535,4658,4434,4547,1644800,4547
6754,2026-06-01,4477,4810,4476,4768,1979900,4768
6754,2026-06-02,4700,4710,4401,4584,1520800,4584
6754,2026-06-03,4654,4855,4619,4776,1890400,4776
6754,2026-06-04,4698,4732,4603,4632,1128900,4632
6754,2026-06-05,4515,4730,4402,4689,1745400,4689
6754,2026-06-08,4199,4350,4180,4269,2565500,4269
6754,2026-06-09,4350,4366,4163,4281,1572500,4281
6754,2026-06-10,4120,4151,3749,3834,3653900,3834
6754,2026-06-11,3694,3879,3621,3879,1695500,3879
6754,2026-06-12,3975,4030,3865,3882,1649300,3882
6723,2026-05-15,3890,4010,3606,3647,19071900,3647
6723,2026-05-18,3636,3752,3610,3700,13901300,3700
6723,2026-05-19,3612,3655,3463,3509,12947900,3509
6723,2026-05-20,3539,3544,3382,3500,11620200,3500
6723,2026-05-21,3690,3895,3660,3785,19001600,3785
6723,2026-05-22,3904,4055,3875,4044,17949000,4044
6723,2026-05-25,4219,4440,4176,4297,21782700,4297
6723,2026-05-26,4356,4640,4305,4589,23059700,4589
6723,2026-05-27,4634,4689,4474,4474,21999500,4474
6723,2026-05-28,4333,4352,4116,4306,21537400,4306
6723,2026-05-29,4500,4684,4432,4500,23491100,4500
6723,2026-06-01,4413,4524,4370,4417,13621100,4417
6723,2026-06-02,4352,4473,4240,4455,17662600,4455
6723,2026-06-03,4840,4985,4746,4824,22562300,4824
6723,2026-06-04,4754,4912,4737,4838,17895400,4838
6723,2026-06-05,4698,4719,4429,4568,12870200,4568
6723,2026-06-08,4008,4198,3995,4139,23199500,4139
6723,2026-06-09,4349,4439,4182,4395,18519900,4395
6723,2026-06-10,4325,4409,4195,4308,18059400,4308
6723,2026-06-11,4093,4345,3962,4262,15459800,4262
6723,2026-06-12,4500,4577,4351,4355,14713100,4355
3436,2026-05-15,3287,3322,3033,3090,17626900,3090
3436,2026-05-18,3140,3168,2889,2992,17205300,2992
3436,2026-05-19,2942,3040,2922,2960,8950000,2960
3436,2026-05-20,3010,3103,2941,3020,12795000,3020
3436,2026-05-21,3101,3127,2956.5,3078,11094300,3078
3436,2026-05-22,3218,3326,3173,3177,8445700,3177
3436,2026-05-25,3333,3518,3317,3427,9962100,3427
3436,2026-05-26,3380,3538,3336,3354,8341500,3354
3436,2026-05-27,3405,3440,3220,3285,6792700,3285
3436,2026-05-28,3200,3530,3137,3348,10954100,3348
3436,2026-05-29,3720,4047,3704,3994,21624300,3994
3436,2026-06-01,3924,4424,3906,4372,22117600,4372
3436,2026-06-02,4350,4371,4015,4285,15095700,4285
3436,2026-06-03,4411,4564,4178,4459,15719900,4459
3436,2026-06-04,4361,4481,4190,4366,10044000,4366
3436,2026-06-05,3946,4156,3865,4041,12250300,4041
3436,2026-06-08,3675,3758,3461,3522,15237800,3522
3436,2026-06-09,3551,3592,3311,3501,14103400,3501
3436,2026-06-10,3221,3274,3102,3200,17073800,3200
3436,2026-06-11,2993.5,3473,2954,3408,18147200,3408
3436,2026-06-12,3600,3807,3562,3653,17419200,3653
7741,2026-05-15,27740,28465,27630,28005,1111800,28005
7741,2026-05-18,27900,28050,27255,27725,677600,27725
7741,2026-05-19,27700,27700,26705,26895,1029300,26895
7741,2026-05-20,26945,26970,26220,26500,976100,26500
7741,2026-05-21,26900,27130,26580,26580,744300,26580
7741,2026-05-22,26620,26885,26225,26225,1071500,26225
7741,2026-05-25,26055,26455,25870,26300,956600,26300
7741,2026-05-26,26285,26570,25970,25970,1011500,25970
7741,2026-05-27,27220,27835,27025,27195,1399000,27195
7741,2026-05-28,27080,27400,26740,26970,930100,26970
7741,2026-05-29,27020,27510,26985,27080,1751300,27080
7741,2026-06-01,26950,27150,26275,26440,841300,26440
7741,2026-06-02,26175,26385,25990,26305,894500,26305
7741,2026-06-03,26500,27575,26375,27495,1092900,27495
7741,2026-06-04,27480,27495,26280,26430,1078800,26430
7741,2026-06-05,26290,26395,26155,26340,714800,26340
7741,2026-06-08,25400,25800,25100,25280,936500,25280
7741,2026-06-09,25595,25895,25350,25605,971500,25605
7741,2026-06-10,25420,25750,25265,25710,894600,25710
7741,2026-06-11,25300,25920,25165,25650,936500,25650
7741,2026-06-12,26420,26545,25965,26420,1790900,26420
6525,2026-05-15,6450,6865,6225,6590,9780700,6590
6525,2026-05-18,6536,7060,6530,6716,7552500,6716
6525,2026-05-19,6616,6993,6503,6600,5801700,6600
6525,2026-05-20,6200,6380,6131,6252,12578900,6252
6525,2026-05-21,6425,7090,6361,7005,10580900,7005
6525,2026-05-22,7155,7350,7070,7221,7920200,7221
6525,2026-05-25,7600,7767,7367,7647,6058600,7647
6525,2026-05-26,7797,7868,7105,7161,5599300,7161
6525,2026-05-27,7877,8279,7698,7770,13910400,7770
6525,2026-05-28,7741,8289,7488,8124,8971100,8124
6525,2026-05-29,8395,8400,7911,8211,8263300,8211
6525,2026-06-01,8130,8246,7595,7595,6869200,7595
6525,2026-06-02,7650,7858,7209,7449,6208100,7449
6525,2026-06-03,7730,8147,7700,7987,5925100,7987
6525,2026-06-04,8050,8553,8000,8467,7747300,8467
6525,2026-06-05,8317,8370,7823,8022,5498800,8022
6525,2026-06-08,7122,7490,7092,7250,5575900,7250
6525,2026-06-09,7465,7872,7401,7820,6027100,7820
6525,2026-06-10,7685,8360,7643,7835,8226000,7835
6525,2026-06-11,7490,8198,7483,8042,6425900,8042
6525,2026-06-12,8548,9057,8532,8875,7053300,8875
4062,2026-05-15,17280,17435,15280,15660,8307900,15660
4062,2026-05-18,15550,15710,14970,15635,6760300,15635
4062,2026-05-19,15300,16130,15005,15320,6685700,15320
4062,2026-05-20,15030,15665,14650,15640,6862800,15640
4062,2026-05-21,17200,18225,16975,17875,9124900,17875
4062,2026-05-22,18005,19340,17960,19250,8690500,19250
4062,2026-05-25,19650,21275,19535,20930,7628200,20930
4062,2026-05-26,20500,22330,20410,20965,8083300,20965
4062,2026-05-27,21255,21610,20110,20425,7490400,20425
4062,2026-05-28,19925,20845,19135,19740,8387100,19740
4062,2026-05-29,20000,23000,19505,23000,10164100,23000
4062,2026-06-01,22925,23145,21550,21795,10076600,21795
4062,2026-06-02,21795,22670,20265,21135,8084800,21135
4062,2026-06-03,21450,22430,21125,21940,6878300,21940
4062,2026-06-04,21440,21865,19965,20155,6317800,20155
4062,2026-06-05,18510,19165,17950,18760,8165500,18760
4062,2026-06-08,16800,17550,16120,17060,7707800,17060
4062,2026-06-09,17460,18670,17260,18595,9586300,18595
4062,2026-06-10,17795,18375,17110,17400,8111500,17400
4062,2026-06-11,16520,18410,16505,18210,8447800,18210
4062,2026-06-12,19770,20050,18905,19105,9550400,19105
7729,2026-05-15,18155,18230,16425,16515,719700,16515
7729,2026-05-18,16515,16590,16075,16395,366700,16395
7729,2026-05-19,16200,16445,15475,15915,513000,15915
7729,2026-05-20,15700,15905,15260,15630,449600,15630
7729,2026-05-21,16390,16665,16235,16395,380400,16395
7729,2026-05-22,16650,17080,16555,16915,313500,16915
7729,2026-05-25,17770,18455,17580,18350,561400,18350
7729,2026-05-26,17950,17985,17345,17445,369700,17445
7729,2026-05-27,17795,18310,17665,17705,318800,17705
7729,2026-05-28,17420,17740,17135,17570,315700,17570
7729,2026-05-29,17970,17970,17190,17385,498200,17385
7729,2026-06-01,17320,17660,16685,16820,454500,16820
7729,2026-06-02,16975,16990,16240,16910,340100,16910
7729,2026-06-03,17250,17955,16975,17715,552200,17715
7729,2026-06-04,17360,18765,17310,18325,382400,18325
7729,2026-06-05,17925,18085,17290,17910,301700,17910
7729,2026-06-08,15910,16810,15850,16640,396900,16640
7729,2026-06-09,16995,17875,16790,17520,425100,17520
7729,2026-06-10,17270,18280,16925,16925,585400,16925
7729,2026-06-11,16355,17865,16235,17480,496100,17480
7729,2026-06-12,18430,19220,18300,18655,489500,18655
4186,2026-05-15,11770,11860,10625,10760,1389100,10760
4186,2026-05-18,10850,10895,10330,10390,937600,10390
4186,2026-05-19,10470,10490,9921,10120,1206700,10120
4186,2026-05-20,10005,10085,9701,9944,997200,9944
4186,2026-05-21,10395,10890,10330,10570,1327900,10570
4186,2026-05-22,10690,11170,10525,11105,1045600,11105
4186,2026-05-25,11350,11815,11235,11620,1007600,11620
4186,2026-05-26,11625,11800,11145,11170,824400,11170
4186,2026-05-27,11565,11795,11015,11030,881300,11030
4186,2026-05-28,10935,10995,10525,10900,845000,10900
4186,2026-05-29,11140,11150,10660,11010,1351100,11010
4186,2026-06-01,10765,10995,10565,10680,951900,10680
4186,2026-06-02,10565,10605,9965,10310,1048900,10310
4186,2026-06-03,10710,10875,10410,10690,893300,10690
4186,2026-06-04,10570,10645,10275,10535,722500,10535
4186,2026-06-05,10350,10440,10000,10420,751800,10420
4186,2026-06-08,9370,9882,9365,9700,1164700,9700
4186,2026-06-09,9857,9941,9464,9904,1149500,9904
4186,2026-06-10,9620,9780,9254,9387,902400,9387
4186,2026-06-11,8886,9572,8686,9501,1405400,9501
4186,2026-06-12,10055,10180,9857,9905,1156900,9905
4004,2026-05-15,18980,19000,17010,17200,4930400,17200
4004,2026-05-18,17200,17600,16690,16690,3620100,16690
4004,2026-05-19,16540,16890,15805,16300,3039700,16300
4004,2026-05-20,16290,16630,15780,15910,2929800,15910
4004,2026-05-21,16660,17485,16160,17310,4153300,17310
4004,2026-05-22,17370,18310,17255,18010,4156900,18010
4004,2026-05-25,18890,20195,18510,19450,4334200,19450
4004,2026-05-26,19535,20040,18965,19070,3426200,19070
4004,2026-05-27,19870,19945,18955,19100,3310100,19100
4004,2026-05-28,18875,19150,17760,18500,4344800,18500
4004,2026-05-29,18980,18980,17840,18720,14244600,18720
4004,2026-06-01,18320,18830,17920,18430,2493800,18430
4004,2026-06-02,18560,18620,16930,17825,3219800,17825
4004,2026-06-03,19400,19450,18660,18700,3537100,18700
4004,2026-06-04,18595,18735,17520,17860,2720300,17860
4004,2026-06-05,17295,17670,16765,17315,2100000,17315
4004,2026-06-08,15585,16415,15540,15970,3666000,15970
4004,2026-06-09,16135,16765,15630,16560,2989100,16560
4004,2026-06-10,16350,16660,15170,15335,2931600,15335
4004,2026-06-11,14635,16430,14505,16375,3786500,16375
4004,2026-06-12,17120,17790,16950,16950,4261100,16950
4502,2026-05-15,5256,5327,5252,5277,5258600,5277
4502,2026-05-18,5291,5309,5221,5249,3372900,5249
4502,2026-05-19,5325,5352,5244,5255,4414600,5255
4502,2026-05-20,5323,5362,5187,5255,4328700,5255
4502,2026-05-21,5300,5320,5180,5180,3251600,5180
4502,2026-05-22,5190,5206,5109,5109,3742400,5109
4502,2026-05-25,5141,5166,5077,5104,3811800,5104
4502,2026-05-26,5070,5070,5027,5060,3534300,5060
4502,2026-05-27,5090,5130,5056,5128,3687000,5128
4502,2026-05-28,5128,5182,5113,5120,3797500,5120
4502,2026-05-29,5079,5146,5074,5118,7712000,5118
4502,2026-06-01,5045,5059,4861,4881,6637600,4881
4502,2026-06-02,4837,4905,4784,4850,5212500,4850
4502,2026-06-03,4800,4809,4710,4748,5041600,4748
4502,2026-06-04,4800,4880,4766,4850,4360600,4850
4502,2026-06-05,4933,4977,4909,4926,4448200,4926
4502,2026-06-08,4896,5050,4896,5050,4621900,5050
4502,2026-06-09,5020,5059,4974,4975,5074600,4975
4502,2026-06-10,5040,5086,5013,5070,4145900,5070
4502,2026-06-11,5018,5062,4998,5033,2623200,5033
4502,2026-06-12,5048,5100,5031,5082,4711800,5082
4568,2026-05-15,2549,2593.5,2531.5,2574,8793800,2574
4568,2026-05-18,2586,2646.5,2586,2620.5,5616100,2620.5
4568,2026-05-19,2628,2674,2573.5,2636,8106600,2636
4568,2026-05-20,2614.5,2636,2558,2605.5,8039200,2605.5
4568,2026-05-21,2634,2682.5,2617,2664.5,6512900,2664.5
4568,2026-05-22,2660.5,2680.5,2617.5,2649.5,5618500,2649.5
4568,2026-05-25,2688,2773,2680,2700.5,7149800,2700.5
4568,2026-05-26,2733,2738.5,2677,2706,5317600,2706
4568,2026-05-27,2777.5,2790,2668,2682,6112300,2682
4568,2026-05-28,2682,2753,2655,2662.5,6353800,2662.5
4568,2026-05-29,2720,2765.5,2700.5,2700.5,19725400,2700.5
4568,2026-06-01,2702,2703,2602.5,2619,7616200,2619
4568,2026-06-02,2580.5,2635.5,2548,2582.5,7108300,2582.5
4568,2026-06-03,2518.5,2535,2488,2517,7367200,2517
4568,2026-06-04,2421,2453.5,2392,2392,13801100,2392
4568,2026-06-05,2390,2504,2390,2490,12276100,2490
4568,2026-06-08,2529.5,2540,2488,2528.5,7893600,2528.5
4568,2026-06-09,2578.5,2588.5,2534,2559,7770900,2559
4568,2026-06-10,2490,2510.5,2436,2487.5,8162700,2487.5
4568,2026-06-11,2474.5,2519.5,2472,2495,6121800,2495
4568,2026-06-12,2507.5,2524.5,2487.5,2500.5,7587700,2500.5
4503,2026-05-15,2327,2368,2303,2324.5,5823400,2324.5
4503,2026-05-18,2300,2321,2275,2300,4721000,2300
4503,2026-05-19,2299,2331,2283,2317,5914200,2317
4503,2026-05-20,2314,2333,2267,2295,5886800,2295
4503,2026-05-21,2340,2348,2271,2278,4427000,2278
4503,2026-05-22,2279,2290.5,2249.5,2269.5,5027300,2269.5
4503,2026-05-25,2265,2302.5,2238.5,2267.5,4033200,2267.5
4503,2026-05-26,2258,2265,2207,2233.5,3770200,2233.5
4503,2026-05-27,2189,2213.5,2102,2134,9240000,2134
4503,2026-05-28,2132.5,2163.5,2108,2124,7689700,2124
4503,2026-05-29,2150,2283,2147,2283,20918200,2283
4503,2026-06-01,2247.5,2275,2136.5,2174,6914400,2174
4503,2026-06-02,2152,2178,2105,2169.5,8224300,2169.5
4503,2026-06-03,2166,2167,2124,2160,6126600,2160
4503,2026-06-04,2144.5,2170,2139.5,2150.5,6164900,2150.5
4503,2026-06-05,2188,2188,2149.5,2161,4199200,2161
4503,2026-06-08,2111,2162.5,2090,2149,6531000,2149
4503,2026-06-09,2156.5,2157.5,2124,2144.5,5620400,2144.5
4503,2026-06-10,2127,2140.5,2112,2140.5,5436200,2140.5
4503,2026-06-11,2070,2107,2041,2107,8535200,2107
4503,2026-06-12,2138.5,2157,2122,2140,8991300,2140
4523,2026-05-15,4710,4739,4615,4723,1652100,4723
4523,2026-05-18,4513,4529,4351,4429,2716800,4429
4523,2026-05-19,4429,4512,4426,4466,1727000,4466
4523,2026-05-20,4466,4470,4231,4245,2678300,4245
4523,2026-05-21,4298,4298,4206,4243,1851200,4243
4523,2026-05-22,4220,4249,4157,4157,2045300,4157
4523,2026-05-25,4158,4178,4120,4143,1783500,4143
4523,2026-05-26,4101,4104,3952,3980,3438800,3980
4523,2026-05-27,3980,4068,3973,4043,2164800,4043
4523,2026-05-28,4032,4057,3901,3901,2698800,3901
4523,2026-05-29,3901,3994,3901,3984,3394200,3984
4523,2026-06-01,3958,3963,3808,3808,2342900,3808
4523,2026-06-02,3793,3853,3737,3818,2323400,3818
4523,2026-06-03,3800,3818,3719,3759,2179400,3759
4523,2026-06-04,3829,3853,3785,3815,1753400,3815
4523,2026-06-05,3850,3856,3767,3775,1769400,3775
4523,2026-06-08,3800,3866,3772,3806,1696200,3806
4523,2026-06-09,3765,3784,3735,3743,1811900,3743
4523,2026-06-10,3736,3749,3706,3740,1955700,3740
4523,2026-06-11,3709,3739,3660,3723,1960900,3723
4523,2026-06-12,3754,3790,3725,3780,1735600,3780
4519,2026-05-15,7946,8111,7925,7938,2260800,7938
4519,2026-05-18,7892,8013,7787,7885,1512400,7885
4519,2026-05-19,7979,8022,7843,7936,2367900,7936
4519,2026-05-20,7873,8047,7864,7899,2507400,7899
4519,2026-05-21,8049,8151,7815,7836,2152600,7836
4519,2026-05-22,7804,8090,7795,8090,1924300,8090
4519,2026-05-25,8013,8215,8003,8117,1670400,8117
4519,2026-05-26,7957,7964,7580,7586,3196500,7586
4519,2026-05-27,7646,7888,7625,7878,3277400,7878
4519,2026-05-28,7880,7936,7726,7743,1962700,7743
4519,2026-05-29,7699,7944,7677,7892,5543000,7892
4519,2026-06-01,7956,7964,7606,7664,2884200,7664
4519,2026-06-02,7601,7624,7488,7618,2597400,7618
4519,2026-06-03,7500,7629,7387,7423,2654400,7423
4519,2026-06-04,7400,7595,7357,7567,2311000,7567
4519,2026-06-05,7649,7658,7504,7554,2116500,7554
4519,2026-06-08,7500,7599,7430,7465,2319900,7465
4519,2026-06-09,7420,7471,7324,7376,2715900,7376
4519,2026-06-10,7341,7560,7331,7560,2962000,7560
4519,2026-06-11,7270,7472,7270,7428,2164800,7428
4519,2026-06-12,7447,7506,7390,7450,2581900,7450
4507,2026-05-15,3025,3113,3016,3080,3069400,3080
4507,2026-05-18,3079,3108,3031,3049,2454500,3049
4507,2026-05-19,3071,3086,3019,3028,2752400,3028
4507,2026-05-20,3032,3105,3027,3035,3502900,3035
4507,2026-05-21,3041,3071,2972,2981,2214200,2981
4507,2026-05-22,2953.5,3019,2951,2959.5,2661800,2959.5
4507,2026-05-25,2981.5,3043,2975,3029,2739100,3029
4507,2026-05-26,3025,3054,2992.5,2992.5,2644900,2992.5
4507,2026-05-27,2984,3072,2956,3031,3583900,3031
4507,2026-05-28,3073,3088,2996,2996.5,2915200,2996.5
4507,2026-05-29,3000,3040,2993,3000,8183800,3000
4507,2026-06-01,3003,3050,2834.5,2865,3681400,2865
4507,2026-06-02,2665,2850,2665,2823,4575400,2823
4507,2026-06-03,2781,2845,2766.5,2817,2832700,2817
4507,2026-06-04,2857.5,2865,2818.5,2826.5,2414500,2826.5
4507,2026-06-05,2856,2894,2847,2865,2584900,2865
4507,2026-06-08,2898.5,2900,2822,2844.5,2825500,2844.5
4507,2026-06-09,2839.5,2842.5,2763.5,2768,3203900,2768
4507,2026-06-10,2767,2797.5,2748,2797.5,2614300,2797.5
4507,2026-06-11,2670.5,2780.5,2670.5,2769.5,2555400,2769.5
4507,2026-06-12,2789.5,2804.5,2745.5,2775.5,3282900,2775.5
4543,2026-05-15,1911,1938.5,1906,1922,5317100,1922
4543,2026-05-18,2199,2280.5,2177.5,2279,16185000,2279
4543,2026-05-19,2299,2325.5,2241.5,2294,12683700,2294
4543,2026-05-20,2320,2349,2297,2342.5,10286300,2342.5
4543,2026-05-21,2329.5,2361,2305,2332,7651100,2332
4543,2026-05-22,2330,2404,2318.5,2393.5,8227100,2393.5
4543,2026-05-25,2335.5,2343.5,2306,2335,4866700,2335
4543,2026-05-26,2324.5,2342,2314.5,2334.5,4074800,2334.5
4543,2026-05-27,2331.5,2402.5,2312.5,2395.5,7168400,2395.5
4543,2026-05-28,2418,2448,2399.5,2399.5,9511000,2399.5
4543,2026-05-29,2432,2463,2401,2401,11844900,2401
4543,2026-06-01,2373.5,2429,2233,2345.5,9849600,2345.5
4543,2026-06-02,2331,2368.5,2243,2248.5,8137600,2248.5
4543,2026-06-03,2248,2294.5,2227.5,2279,5808500,2279
4543,2026-06-04,2313,2330,2275.5,2276,4871300,2276
4543,2026-06-05,2322,2322,2254.5,2280,4351900,2280
4543,2026-06-08,2330,2352,2265.5,2284.5,5042800,2284.5
4543,2026-06-09,2270,2305,2261.5,2284,4620300,2284
4543,2026-06-10,2276.5,2308.5,2264.5,2308.5,5051300,2308.5
